Součet hodnot: Kapacita,Kolo,KKOV,Kraj,Město,Součet hodnot: Nepřijati - nedostačující kapacita,Součet hodnot: Nepřijati - nesplnění podmínek,Součet hodnot: Nepřijati - přijati na vyšší prioritu,Obor,Okres,Součet hodnot: Přihlášeni,Součet hodnot: Přihlášeni - priorita 1,Součet hodnot: Přihlášeni - priorita 2,Součet hodnot: Přihlášeni - priorita 3,Součet hodnot: Přijati,Součet hodnot: Přijati - priorita 1,Součet hodnot: Přijati - priorita 2,Součet hodnot: Přijati - priorita 3,Součet hodnot: REDIZO,Rok,SMO16,Škola,Zaměření,Zřizovatel
12,1,36-67-H/02,Plzeňský,Plzeň,0,0,6,Kamnář,Plzeň-město,7,0,2,5,1,0,0,1,600009718,2024,UVL,"Střední odborné učiliště stavební, Borská 2718, Plzeň","",veřejné / státní
12,1,36-67-H/02,Plzeňský,Plzeň,0,0,5,Kamnář,Plzeň-město,9,2,4,2,4,2,2,0,600009718,2025,UVL,Střední odborné učiliště stavební,,veřejné / státní
3,1,36-69-E/01,Hlavní město Praha,Praha,0,0,1,Pokrývačské práce,Praha,1,0,0,1,0,0,0,0,600006280,2024,UVL,"Střední odborná škola Jarov, Učňovská 100, Praha",Pokrývačské práce,veřejné / státní
4,1,36-69-H/01,Hlavní město Praha,Praha,0,0,0,Pokrývač,Praha,1,1,0,0,1,1,0,0,600006328,2024,UVL,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o., Českobrodská 362, Praha","",soukromé
4,1,36-69-H/01,Hlavní město Praha,Praha,1,0,6,Pokrývač,Praha,11,2,5,4,4,2,2,0,600006280,2024,UVL,"Střední odborná škola Jarov, Učňovská 100, Praha",Pokrývač,veřejné / státní
4,1,36-69-H/01,Hlavní město Praha,Praha,6,0,6,Pokrývač,Praha,16,7,3,5,4,4,0,0,600006280,2025,UVL,Střední odborná škola Jarov,Pokrývač,veřejné / státní
12,1,36-69-H/01,Jihočeský,Vimperk,0,0,4,Pokrývač,Prachatice,5,1,2,2,0,0,0,0,600008681,2024,UVL,"Střední škola a Základní škola, Nerudova 267, Vimperk","",veřejné / státní
12,1,36-69-H/01,Jihočeský,Vimperk,0,0,5,Pokrývač,Prachatice,5,0,3,2,0,0,0,0,600008681,2025,UVL,Střední škola a Základní škola,,veřejné / státní
14,1,36-69-H/01,Jihomoravský,Brno,0,0,6,Pokrývač,Brno-město,8,2,3,3,2,2,0,0,600013847,2024,UVL,"SŠ stavebních řemesel, Pražská 636, Brno","",veřejné / státní
10,1,36-69-H/01,Jihomoravský,Brno,0,0,1,Pokrývač,Brno-město,1,0,1,0,0,0,0,0,600013847,2024,UVL,"SŠ stavebních řemesel, Pražská 636, Brno",zkrácené studium,veřejné / státní
14,1,36-69-H/01,Jihomoravský,Brno,0,0,14,Pokrývač,Brno-město,17,2,8,7,3,2,1,0,600013847,2025,UVL,SŠ stavebních řemesel,,veřejné / státní
10,1,36-69-H/01,Jihomoravský,Brno,0,0,3,Pokrývač,Brno-město,3,0,2,1,0,0,0,0,600013847,2025,UVL,SŠ stavebních řemesel,Zkrácené studium - délka studia jeden rok,veřejné / státní
10,1,36-69-H/01,Jihomoravský,Kyjov,0,0,4,Pokrývač,Hodonín,4,0,1,3,0,0,0,0,600014649,2024,UVL,"Střední škola polytechnická Kyjov, Havlíčkova 1223, Kyjov","",veřejné / státní
10,1,36-69-H/01,Jihomoravský,Kyjov,0,0,7,Pokrývač,Hodonín,9,2,3,4,2,2,0,0,600014649,2025,UVL,Střední škola polytechnická Kyjov,,veřejné / státní
7,1,36-69-H/01,Kraj Vysočina,Jihlava,0,0,12,Pokrývač,Jihlava,14,2,6,6,2,2,0,0,600171116,2024,UVL,"Střední škola stavební, Žižkova 1939, Jihlava","",veřejné / státní
5,1,36-69-H/01,Kraj Vysočina,Jihlava,0,0,8,Pokrývač,Jihlava,10,1,6,3,2,1,1,0,600171116,2025,UVL,Střední škola stavební,,veřejné / státní
10,1,36-69-H/01,Moravskoslezský,Opava,0,0,6,Pokrývač,Opava,10,2,4,4,4,2,2,0,600017419,2024,UVL,"SOU stavební, Boženy Němcové 2309, Opava","",veřejné / státní
10,1,36-69-H/01,Moravskoslezský,Opava,3,0,13,Pokrývač,Opava,26,7,6,13,10,7,1,2,600017419,2025,UVL,SOU stavební,,veřejné / státní
12,1,36-69-H/01,Plzeňský,Plzeň,0,0,12,Pokrývač,Plzeň-město,16,3,6,7,4,3,0,1,600009718,2024,UVL,"Střední odborné učiliště stavební, Borská 2718, Plzeň","",veřejné / státní
12,1,36-69-H/01,Plzeňský,Plzeň,0,0,5,Pokrývač,Plzeň-město,12,2,4,6,7,2,2,3,600009718,2025,UVL,Střední odborné učiliště stavební,,veřejné / státní
25,1,37-41-M/01,Hlavní město Praha,Praha,7,9,44,Provoz a ekonomika dopravy,Praha,85,20,40,25,25,13,10,2,600006638,2024,ST2,"SŠ elektrotechniky a strojírenství, Jesenická 3067, Praha",Provoz a ekonomika dopravy,veřejné / státní
30,1,37-41-M/01,Hlavní město Praha,Praha,0,21,39,Provoz a ekonomika dopravy,Praha,90,24,31,34,29,17,10,2,600170071,2024,ST2,"Střední odborná škola logistických služ., Učňovská 100, Praha",Doprava a logistika (DAL),veřejné / státní
30,1,37-41-M/01,Hlavní město Praha,Praha,2,60,47,Provoz a ekonomika dopravy,Praha,140,34,53,53,31,16,12,3,600005658,2024,ST2,"Střední průmyslová škola dopravní, a.s., Plzeňská 298, Praha","",soukromé
120,1,37-41-M/01,Hlavní město Praha,Praha,132,6,130,Provoz a ekonomika dopravy,Praha,388,188,116,82,119,100,15,4,600004643,2024,ST2,"VOŠ a SPŠ dopravní, Masná 1000, Praha","",veřejné / státní
30,1,37-41-M/01,Hlavní město Praha,Praha,36,32,67,Provoz a ekonomika dopravy,Praha,165,50,56,57,30,20,6,4,600170071,2025,ST2,SOS logistiky a podnikání,,veřejné / státní
25,1,37-41-M/01,Hlavní město Praha,Praha,3,16,35,Provoz a ekonomika dopravy,Praha,79,25,34,19,25,15,10,0,600006638,2025,ST2,SŠ elektrotechniky a strojírenství,Provoz a ekonomika dopravy,veřejné / státní
60,1,37-41-M/01,Hlavní město Praha,Praha,0,61,57,Provoz a ekonomika dopravy,Praha,155,46,55,51,37,24,7,6,600005658,2025,ST2,"Střední průmyslová škola dopravní, a.s.",,soukromé
120,1,37-41-M/01,Hlavní město Praha,Praha,136,5,139,Provoz a ekonomika dopravy,Praha,400,201,123,70,120,109,9,2,600004643,2025,ST2,VOŠ a SPŠ dopravní,,veřejné / státní
30,1,37-41-M/01,Jihočeský,České Budějovice,19,8,36,Provoz a ekonomika dopravy,České Budějovice,93,28,31,22,30,18,8,1,600008193,2024,ST2,"VOŠ, SPŠ automobilní a technická, Skuherského 1274, České Budějovice",Management sportu a dopravy,veřejné / státní
30,1,37-41-M/01,Jihočeský,České Budějovice,0,0,29,Provoz a ekonomika dopravy,České Budějovice,48,12,20,15,19,12,5,2,600008193,2024,ST2,"VOŠ, SPŠ automobilní a technická, Skuherského 1274, České Budějovice",Provoz a ekonomika dopravy,veřejné / státní
30,1,37-41-M/01,Jihočeský,České Budějovice,12,5,38,Provoz a ekonomika dopravy,České Budějovice,85,29,27,19,30,22,6,1,600008193,2025,ST2,"VOŠ, SPŠ automobilní a technická",Management sportu a dopravy,veřejné / státní
20,1,37-41-M/01,Jihočeský,České Budějovice,6,2,29,Provoz a ekonomika dopravy,České Budějovice,57,18,17,22,20,12,7,1,600008193,2025,ST2,"VOŠ, SPŠ automobilní a technická",Provoz a ekonomika dopravy,veřejné / státní
30,1,37-41-M/01,Jihočeský,České Velenice,0,2,2,Provoz a ekonomika dopravy,Jindřichův Hradec,10,8,0,2,5,5,0,0,600170373,2024,ST2,"Střední škola, Revoluční 220, České Velenice","",veřejné / státní
15,1,37-41-M/01,Jihočeský,Jindřichův Hradec,0,0,15,Provoz a ekonomika dopravy,Jindřichův Hradec,22,7,7,8,7,7,0,0,600008274,2024,ST2,"SOŠ a SOU, Jáchymova 478, Jindřichův Hradec",logistiku,veřejné / státní
15,1,37-41-M/01,Jihočeský,Jindřichův Hradec,0,0,14,Provoz a ekonomika dopravy,Jindřichův Hradec,19,4,7,8,5,4,1,0,600008274,2025,ST2,SOŠ a SOU,,veřejné / státní
32,1,37-41-M/01,Jihočeský,Písek,0,1,30,Provoz a ekonomika dopravy,Písek,54,12,15,26,23,12,6,5,600008592,2024,ST2,"SOŠ a SOU, Písek, Komenského 86, Komenského 86, Písek","",veřejné / státní
30,1,37-41-M/01,Jihočeský,Písek,0,3,31,Provoz a ekonomika dopravy,Písek,53,13,19,21,19,10,8,1,600008592,2025,ST2,"SOŠ a SOU, Písek, Komenského 86",,veřejné / státní
30,1,37-41-M/01,Jihomoravský,Brno,15,0,40,Provoz a ekonomika dopravy,Brno-město,85,30,30,25,30,23,5,2,600171850,2024,ST2,"ISŠ automobilní, Křižíkova 106, Brno","",veřejné / státní
30,1,37-41-M/01,Jihomoravský,Brno,7,0,34,Provoz a ekonomika dopravy,Brno-město,71,23,27,20,30,19,9,2,600171850,2025,ST2,ISŠ automobilní,,veřejné / státní
30,1,37-41-M/01,Jihomoravský,Břeclav,0,0,29,Provoz a ekonomika dopravy,Břeclav,54,19,17,18,25,19,4,2,600014231,2024,ST2,"Střední škola Edvarda Beneše Břeclav, nábř. Komenského 1126, Břeclav","",veřejné / státní
30,1,37-41-M/01,Jihomoravský,Břeclav,0,8,49,Provoz a ekonomika dopravy,Břeclav,79,21,27,29,22,18,3,1,600014231,2025,ST2,Střední škola Edvarda Beneše Břeclav,Řízení dopravy a přepravy,veřejné / státní
32,1,37-41-M/01,Karlovarský,Dalovice,6,6,46,Provoz a ekonomika dopravy,Karlovy Vary,90,28,32,29,32,21,9,2,600009301,2024,ST2,"Střední škola logistická Dalovice, Hlavní 114, Dalovice","",veřejné / státní
32,1,37-41-M/01,Karlovarský,Dalovice,0,11,61,Provoz a ekonomika dopravy,Karlovy Vary,102,24,39,37,30,20,7,3,600009301,2025,ST2,Střední škola logistická Dalovice,,veřejné / státní
30,1,37-41-M/01,Kraj Vysočina,Nové Město na Moravě,0,0,15,Provoz a ekonomika dopravy,Žďár nad Sázavou,26,7,10,9,11,7,3,1,610250523,2024,ST2,"Střední odborná škola, Bělisko 295, Nové Město na Moravě",Logistika v dopravě,veřejné / státní
30,1,37-41-M/01,Kraj Vysočina,Nové Město na Moravě,0,0,16,Provoz a ekonomika dopravy,Žďár nad Sázavou,37,18,6,13,19,17,0,2,610250523,2024,ST2,"Střední odborná škola, Bělisko 295, Nové Město na Moravě",Železniční provoz,veřejné / státní
10,1,37-41-M/01,Kraj Vysočina,Nové Město na Moravě,0,0,10,Provoz a ekonomika dopravy,Žďár nad Sázavou,15,5,4,6,5,5,0,0,610250523,2025,ST2,Střední odborná škola,Logistika v dopravě,veřejné / státní
20,1,37-41-M/01,Kraj Vysočina,Nové Město na Moravě,0,2,10,Provoz a ekonomika dopravy,Žďár nad Sázavou,25,11,10,4,13,10,3,0,610250523,2025,ST2,Střední odborná škola,Železniční provoz,veřejné / státní
30,1,37-41-M/01,Královéhradecký,Hradec Králové,8,4,30,Provoz a ekonomika dopravy,Hradec Králové,72,29,19,23,30,23,5,1,600170764,2024,ST2,"SOŠ a SOU, Vocelova 1338, Hradec Králové","",veřejné / státní
30,1,37-41-M/01,Královéhradecký,Hradec Králové,0,7,34,Provoz a ekonomika dopravy,Hradec Králové,69,22,19,28,28,19,6,3,600170764,2025,ST2,SOŠ a SOU,,veřejné / státní
33,1,37-41-M/01,Liberecký,Liberec,0,5,43,Provoz a ekonomika dopravy,Liberec,81,16,25,39,33,16,4,13,600170608,2024,ST2,"SŠ stroj.stav.a dopr., příspěvková org., Ještědská 358, Liberec","",veřejné / státní
30,1,37-41-M/01,Liberecký,Liberec,18,0,58,Provoz a ekonomika dopravy,Liberec,106,23,35,47,30,14,9,7,600170608,2025,ST2,"SŠ stroj.stav.a dopr., příspěvková org.",,veřejné / státní
15,1,37-41-M/01,Moravskoslezský,Bohumín,2,0,19,Provoz a ekonomika dopravy,Karviná,36,14,10,12,15,12,2,1,600016668,2024,ST2,"Střední škola, Husova 283, Bohumín","",veřejné / státní
15,1,37-41-M/01,Moravskoslezský,Bohumín,14,0,25,Provoz a ekonomika dopravy,Karviná,54,21,22,11,15,14,1,0,600016668,2025,ST2,Střední škola,,veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Frýdek-Místek,5,0,44,Provoz a ekonomika dopravy,Frýdek-Místek,79,26,20,33,30,23,5,2,600171191,2024,ST2,"Střední odborná škola, Lískovecká 2089, Frýdek-Místek","",veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Frýdek-Místek,2,0,38,Provoz a ekonomika dopravy,Frýdek-Místek,70,21,22,27,30,20,8,2,600171191,2025,ST2,Střední odborná škola,,veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Opava,10,1,46,Provoz a ekonomika dopravy,Opava,87,22,31,32,30,20,9,1,600017257,2024,ST2,"OA a SOŠ logistická, Hany Kvapilové 1656, Opava",Provoz a ekonomika dopravy,veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Opava,0,13,57,Provoz a ekonomika dopravy,Opava,93,21,37,35,23,14,8,1,600017257,2025,ST2,OA a SOŠ logistická,,veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Ostrava,7,0,40,Provoz a ekonomika dopravy,Ostrava-město,77,28,25,24,30,23,6,1,600171311,2024,ST2,"Střední škola technická a dopravní, Moravská 964, Ostrava","",veřejné / státní
30,1,37-41-M/01,Moravskoslezský,Ostrava,13,0,33,Provoz a ekonomika dopravy,Ostrava-město,76,39,20,17,30,26,3,1,600171311,2025,ST2,Střední škola technická a dopravní,,veřejné / státní
60,1,37-41-M/01,Moravskoslezský,Třinec,0,0,13,Provoz a ekonomika dopravy,Frýdek-Místek,19,5,4,10,6,5,0,1,691000662,2024,ST2,"Střední odborná škola Třinec. železáren, Lánská 132, Třinec","",soukromé
60,1,37-41-M/01,Moravskoslezský,Třinec,0,0,15,Provoz a ekonomika dopravy,Frýdek-Místek,26,7,10,9,11,7,4,0,691000662,2025,ST2,Střední odborná škola Třinec. železáren,Ekonomika a logistika podniku,soukromé
30,1,37-41-M/01,Olomoucký,Olomouc,8,7,62,Provoz a ekonomika dopravy,Olomouc,107,29,34,43,30,23,5,2,600016986,2024,ST2,"Střední škola logistiky a chemie, U Hradiska 157, Olomouc",Provoz a ekonomika dopravy,veřejné / státní
29,1,37-41-M/01,Olomoucký,Olomouc,10,10,63,Provoz a ekonomika dopravy,Olomouc,112,23,46,42,29,13,13,3,600016986,2025,ST2,Střední škola logistiky a chemie,zasilatelství,veřejné / státní
15,1,37-41-M/01,Olomoucký,Přerov,0,0,18,Provoz a ekonomika dopravy,Přerov,29,6,9,13,11,6,3,2,600171370,2024,ST2,"Střední škola technická, Kouřílkova 1028, Přerov",Provoz a ekonomika dopravy - management dopravy,veřejné / státní
15,1,37-41-M/01,Olomoucký,Přerov,0,0,27,Provoz a ekonomika dopravy,Přerov,41,10,12,18,14,10,3,1,600171370,2025,ST2,Střední škola technická,,veřejné / státní
30,1,37-41-M/01,Pardubický,Česká Třebová,13,12,49,Provoz a ekonomika dopravy,Ústí nad Orlicí,104,44,40,19,30,29,1,0,600013162,2024,ST2,"Střední škola technická a dopravní, Habrmanova 1540, Česká Třebová","",veřejné / státní
56,1,37-41-M/01,Pardubický,Česká Třebová,0,12,52,Provoz a ekonomika dopravy,Ústí nad Orlicí,116,53,38,25,52,45,7,0,600013162,2025,ST2,Střední škola technická a dopravní,,veřejné / státní
15,1,37-41-M/01,Plzeňský,Plzeň,9,1,32,Provoz a ekonomika dopravy,Plzeň-město,57,20,23,14,15,13,2,0,610100530,2024,ST2,"Střední průmyslová škola dopravní, Karlovarská 1210, Plzeň",Bezpilotní systémy,veřejné / státní
17,1,37-41-M/01,Plzeňský,Plzeň,23,0,14,Provoz a ekonomika dopravy,Plzeň-město,54,34,11,9,17,16,1,0,610100530,2024,ST2,"Střední průmyslová škola dopravní, Karlovarská 1210, Plzeň",Drážní a městská doprava,veřejné / státní
30,1,37-41-M/01,Plzeňský,Plzeň,4,0,59,Provoz a ekonomika dopravy,Plzeň-město,93,13,35,44,29,12,12,5,610100530,2024,ST2,"Střední průmyslová škola dopravní, Karlovarská 1210, Plzeň",Komplexní logistika,veřejné / státní
32,1,37-41-M/01,Plzeňský,Plzeň,38,0,73,Provoz a ekonomika dopravy,Plzeň-město,143,42,47,52,32,25,3,4,610100530,2024,ST2,"Střední průmyslová škola dopravní, Karlovarská 1210, Plzeň",Manažer dopravy,veřejné / státní
30,1,37-41-M/01,Plzeňský,Plzeň,15,0,58,Provoz a ekonomika dopravy,Plzeň-město,103,22,45,35,30,18,10,2,610100530,2024,ST2,"Střední průmyslová škola dopravní, Karlovarská 1210, Plzeň",Vnitrostátní a mezinárodní autodoprava,veřejné / státní
15,1,37-41-M/01,Plzeňský,Plzeň,0,11,24,Provoz a ekonomika dopravy,Plzeň-město,49,13,19,17,14,11,1,2,610100530,2025,ST2,Střední průmyslová škola dopravní,Bezpilotní systémy,veřejné / státní
17,1,37-41-M/01,Plzeňský,Plzeň,1,17,21,Provoz a ekonomika dopravy,Plzeň-město,56,29,18,9,17,16,1,0,610100530,2025,ST2,Střední průmyslová škola dopravní,Drážní a městská doprava,veřejné / státní
30,1,37-41-M/01,Plzeňský,Plzeň,0,15,56,Provoz a ekonomika dopravy,Plzeň-město,90,12,39,38,19,9,4,5,610100530,2025,ST2,Střední průmyslová škola dopravní,Komplexní logistika,veřejné / státní
32,1,37-41-M/01,Plzeňský,Plzeň,17,9,41,Provoz a ekonomika dopravy,Plzeň-město,99,36,36,27,32,23,7,2,610100530,2025,ST2,Střední průmyslová škola dopravní,Manažer dopravy,veřejné / státní
30,1,37-41-M/01,Plzeňský,Plzeň,0,8,31,Provoz a ekonomika dopravy,Plzeň-město,55,11,25,19,16,7,6,3,610100530,2025,ST2,Střední průmyslová škola dopravní,Vnitrostátní a mezinárodní autodoprava,veřejné / státní
30,1,37-41-M/01,Středočeský,Beroun,0,0,31,Provoz a ekonomika dopravy,Beroun,57,14,17,26,26,14,6,6,600006859,2024,ST2,"SOŠ a SOU, Okružní 1404, Beroun","",veřejné / státní
30,1,37-41-M/01,Středočeský,Beroun,2,0,29,Provoz a ekonomika dopravy,Beroun,61,11,26,24,30,10,13,7,600006859,2025,ST2,SOŠ a SOU,,veřejné / státní
24,1,37-41-M/01,Středočeský,Mladá Boleslav,34,16,29,Provoz a ekonomika dopravy,Mladá Boleslav,103,49,34,20,24,19,4,1,600007545,2024,ST2,"ŠKODA AUTO a.s., SOU strojírenské, o.z., tř. Václava Klementa 869, Mladá Boleslav",Průmyslový logistik,soukromé
24,1,37-41-M/01,Středočeský,Mladá Boleslav,40,10,32,Provoz a ekonomika dopravy,Mladá Boleslav,106,60,26,18,24,22,2,0,600007545,2025,ST2,"ŠKODA AUTO a.s., SOU strojírenské, o.z.",Průmyslový logistik,soukromé
60,1,37-41-M/01,Ústecký,Děčín,0,0,59,Provoz a ekonomika dopravy,Děčín,114,44,26,44,54,44,7,3,600020355,2024,ST2,"VOŠ a SPŠ strojní, stavební a dopravní, Čsl. armády 681, Děčín","",veřejné / státní
60,1,37-41-M/01,Ústecký,Děčín,0,0,77,Provoz a ekonomika dopravy,Děčín,124,43,45,34,47,43,3,1,600020355,2025,ST2,"VOŠ a SPŠ strojní, stavební a dopravní",,veřejné / státní
20,1,37-41-M/01,Ústecký,Žatec,0,0,11,Provoz a ekonomika dopravy,Louny,21,9,5,7,8,7,1,0,600011020,2024,ST2,"Soukromá obchodní akademie, spol. s r.o., Svatováclavská 1404, Žatec",Logistika,soukromé
20,1,37-41-M/01,Ústecký,Žatec,0,6,4,Provoz a ekonomika dopravy,Louny,12,2,6,3,2,1,1,0,600011020,2025,ST2,"Soukromá obchodní akademie, spol. s r.o.",Logistika,soukromé
24,1,37-41-M/01,Zlínský,Otrokovice,0,0,35,Provoz a ekonomika dopravy,Zlín,56,10,16,30,21,10,6,5,600014495,2024,ST2,"Střední průmyslová škola Otrokovice, tř. Tomáše Bati 1266, Otrokovice","",veřejné / státní
24,1,37-41-M/01,Zlínský,Otrokovice,1,0,31,Provoz a ekonomika dopravy,Zlín,56,17,18,21,24,16,3,5,600014495,2025,ST2,Střední průmyslová škola Otrokovice,,veřejné / státní
35,1,37-42-L/51,Jihomoravský,Brno,0,11,0,Logistické a finanční služby,Brno-město,14,14,0,0,5,5,0,0,1200027564,2024,NOS,"SŠ inform., poštovnictví a finančnictví, Čichnova 982, Brno",Logistické a finanční služby,veřejné / státní
15,1,37-42-L/51,Jihomoravský,Brno,0,13,0,Logistické a finanční služby,Brno-město,15,15,0,0,2,2,0,0,600013782,2025,NOS,"SŠ inform., poštovnictví a finančnictví",Logistické a finanční služby,veřejné / státní
24,1,37-42-L/51,Liberecký,Vysoké nad Jizerou,0,2,2,Logistické a finanční služby,Semily,14,10,4,0,10,9,1,0,600170900,2024,NOS,"ISŠ, příspěvková organizace, Dr. Karla Farského 300, Vysoké nad Jizerou","",veřejné / státní
24,1,37-42-L/51,Liberecký,Vysoké nad Jizerou,0,14,11,Logistické a finanční služby,Semily,37,20,8,9,12,10,2,0,600170900,2025,NOS,"ISŠ, příspěvková organizace",,veřejné / státní
30,1,37-42-M/01,Hlavní město Praha,Praha,0,24,33,Logistické a finanční služby,Praha,85,28,19,37,28,17,6,5,600170071,2024,ST2,"Střední odborná škola logistických služ., Učňovská 100, Praha",Finanční služby (FIS),veřejné / státní
30,1,37-42-M/01,Hlavní město Praha,Praha,0,29,37,Logistické a finanční služby,Praha,76,12,32,32,10,2,6,2,600170071,2024,ST2,"Střední odborná škola logistických služ., Učňovská 100, Praha",Logistické služby (LOS),veřejné / státní
30,1,37-42-M/01,Hlavní město Praha,Praha,25,29,51,Logistické a finanční služby,Praha,135,28,54,49,30,11,11,8,600170071,2025,ST2,SOS logistiky a podnikání,,veřejné / státní
11,1,37-42-M/01,Jihočeský,České Budějovice,0,3,10,Logistické a finanční služby,České Budějovice,23,6,10,7,10,5,4,1,600020231,2024,ST2,"VAKANTIS SŠ a VOŠ s.r.o., Emy Destinové 395, České Budějovice","",soukromé
16,1,37-42-M/01,Jihočeský,České Budějovice,0,6,6,Logistické a finanční služby,České Budějovice,23,7,11,5,11,4,4,3,600020231,2025,ST2,VAKANTIS SŠ a VOŠ s.r.o.,,soukromé
60,1,37-42-M/01,Jihomoravský,Brno,0,38,59,Logistické a finanční služby,Brno-město,144,37,54,53,49,26,13,10,600013782,2024,ST2,"SŠ inform., poštovnictví a finančnictví, Čichnova 982, Brno",Logistika,veřejné / státní
60,1,37-42-M/01,Jihomoravský,Brno,0,61,29,Logistické a finanční služby,Brno-město,104,27,36,40,14,8,4,2,600013782,2025,ST2,"SŠ inform., poštovnictví a finančnictví",Logistika,veřejné / státní
32,1,37-42-M/01,Karlovarský,Dalovice,3,24,68,Logistické a finanční služby,Karlovy Vary,127,29,50,47,31,19,5,7,600009301,2024,ST2,"Střední škola logistická Dalovice, Hlavní 114, Dalovice","",veřejné / státní
32,1,37-42-M/01,Karlovarský,Dalovice,20,29,103,Logistické a finanční služby,Karlovy Vary,184,35,62,83,32,16,11,5,600009301,2025,ST2,Střední škola logistická Dalovice,,veřejné / státní
30,1,37-42-M/01,Kraj Vysočina,Pelhřimov,0,0,3,Logistické a finanční služby,Pelhřimov,4,0,3,1,0,0,0,0,600008461,2024,ST2,"VOŠ a Střední škola hotel. SČMSD, s.r.o., Slovanského bratrství 1664, Pelhřimov","",soukromé
30,1,37-42-M/01,Moravskoslezský,Karviná,0,0,9,Logistické a finanční služby,Karviná,13,2,3,8,3,2,1,0,600171248,2024,ST2,"Střední škola techniky a služeb, tř. Osvobození 1111, Karviná",Logistika v průmyslu,veřejné / státní
15,1,37-42-M/01,Moravskoslezský,Karviná,0,0,9,Logistické a finanční služby,Karviná,18,7,4,7,9,7,1,1,600171248,2025,ST2,Střední škola techniky a služeb,Logistika v průmyslu,veřejné / státní
30,1,37-42-M/01,Moravskoslezský,Kopřivnice,0,6,41,Logistické a finanční služby,Nový Jičín,71,16,22,30,24,15,4,5,600016781,2024,ST2,"SŠ a VOŠ Kopřivnice, Husova 1302, Kopřivnice","",veřejné / státní
30,1,37-42-M/01,Moravskoslezský,Kopřivnice,0,13,43,Logistické a finanční služby,Nový Jičín,86,26,23,37,30,21,6,3,600016781,2025,ST2,SŠ a VOŠ Kopřivnice,,veřejné / státní
30,1,37-42-M/01,Moravskoslezský,Opava,26,6,82,Logistické a finanční služby,Opava,144,36,50,58,29,22,3,4,600017257,2024,ST2,"OA a SOŠ logistická, Hany Kvapilové 1656, Opava",Marketing a logistika,veřejné / státní
30,1,37-42-M/01,Moravskoslezský,Opava,4,8,56,Logistické a finanční služby,Opava,98,26,40,30,30,19,8,3,600017257,2025,ST2,OA a SOŠ logistická,Marketing a logistika,veřejné / státní
